Date	Start Time (Sask)	Start Time (EDT)	Away	Away Score	Home	Home Score
2025-07-02	11:05 AM	1:05 PM	San Diego Padres	6	Philadelphia Phillies	4
2025-07-02	11:10 AM	1:10 PM	Milwaukee Brewers	7	New York Mets	2
2025-07-02	4:15 PM	6:15 PM	San Diego Padres	1	Philadelphia Phillies	5
2025-07-02	4:40 PM	6:40 PM	Minnesota Twins	2	Miami Marlins	1
2025-07-02	4:45 PM	6:45 PM	Detroit Tigers	4	Washington Nationals	9
2025-07-02	5:07 PM	7:07 PM	New York Yankees	9	Toronto Blue Jays	11
2025-07-02	5:10 PM	7:10 PM	Milwaukee Brewers	3	New York Mets	7
2025-07-02	5:10 PM	7:10 PM	Cincinnati Reds	8	Boston Red Sox	4
2025-07-02	5:15 PM	7:15 PM	Los Angeles Angels	3	Atlanta Braves	8
2025-07-02	6:05 PM	8:05 PM	Cleveland Guardians	4	Chicago Cubs	5
2025-07-02	6:05 PM	8:05 PM	Baltimore Orioles	0	Texas Rangers	6
2025-07-02	6:40 PM	8:40 PM	Houston Astros	5	Colorado Rockies	3
2025-07-02	7:40 PM	9:40 PM	Kansas City Royals	2	Seattle Mariners	3
2025-07-02	7:40 PM	9:40 PM	San Francisco Giants	6	Arizona Diamondbacks	5
2025-07-02	8:10 PM	10:10 PM	Chicago White Sox	4	Los Angeles Dodgers	5
2025-07-03	10:10 AM	12:10 PM	Minnesota Twins	1	Miami Marlins	4
2025-07-03	1:10 PM	3:10 PM	Houston Astros	6	Colorado Rockies	7
2025-07-03	4:45 PM	6:45 PM	Detroit Tigers	7	Washington Nationals	11
2025-07-03	5:07 PM	7:07 PM	New York Yankees	5	Toronto Blue Jays	8
2025-07-03	5:10 PM	7:10 PM	Milwaukee Brewers	2	New York Mets	3
2025-07-03	5:15 PM	7:15 PM	Los Angeles Angels	5	Atlanta Braves	1
2025-07-03	6:05 PM	8:05 PM	Cleveland Guardians	0	Chicago Cubs	1
2025-07-03	7:40 PM	9:40 PM	San Francisco Giants	7	Arizona Diamondbacks	2
2025-07-03	8:10 PM	10:10 PM	Kansas City Royals	3	Seattle Mariners	2
2025-07-03	8:10 PM	10:10 PM	Chicago White Sox	2	Los Angeles Dodgers	6
2025-07-04	9:05 AM	11:05 AM	Boston Red Sox	11	Washington Nationals	2
2025-07-04	11:05 AM	1:05 PM	Cincinnati Reds	9	Philadelphia Phillies	6
2025-07-04	12:20 PM	2:20 PM	St. Louis Cardinals	3	Chicago Cubs	11
2025-07-04	1:10 PM	3:10 PM	New York Yankees	5	New York Mets	6
2025-07-04	2:10 PM	4:10 PM	Pittsburgh Pirates	0	Seattle Mariners	6
2025-07-04	2:10 PM	4:10 PM	Tampa Bay Rays	3	Minnesota Twins	4
2025-07-04	4:40 PM	6:40 PM	Texas Rangers	2	San Diego Padres	3
2025-07-04	5:07 PM	7:07 PM	Los Angeles Angels	3	Toronto Blue Jays	4
2025-07-04	5:10 PM	7:10 PM	Detroit Tigers	2	Cleveland Guardians	1
2025-07-04	5:10 PM	7:10 PM	Milwaukee Brewers	6	Miami Marlins	5
2025-07-04	5:15 PM	7:15 PM	Baltimore Orioles	3	Atlanta Braves	2
2025-07-04	6:10 PM	8:10 PM	Chicago White Sox	3	Colorado Rockies	2
2025-07-04	7:10 PM	9:10 PM	Houston Astros	18	Los Angeles Dodgers	1
2025-07-04	7:40 PM	9:40 PM	Kansas City Royals	9	Arizona Diamondbacks	3
2025-07-04	8:05 PM	10:05 PM	San Francisco Giants	2	Athletics	11
2025-07-05	12:10 PM	2:10 PM	Tampa Bay Rays	5	Minnesota Twins	6
2025-07-05	12:20 PM	2:20 PM	St. Louis Cardinals	8	Chicago Cubs	6
2025-07-05	1:07 PM	3:07 PM	Los Angeles Angels	3	Toronto Blue Jays	4
2025-07-05	2:05 PM	4:05 PM	Boston Red Sox	10	Washington Nationals	3
2025-07-05	2:05 PM	4:05 PM	Cincinnati Reds	1	Philadelphia Phillies	5
2025-07-05	2:10 PM	4:10 PM	Kansas City Royals	1	Arizona Diamondbacks	7
2025-07-05	2:10 PM	4:10 PM	Baltimore Orioles	9	Atlanta Braves	6
2025-07-05	2:10 PM	4:10 PM	New York Yankees	6	New York Mets	12
2025-07-05	2:10 PM	4:10 PM	Milwaukee Brewers	2	Miami Marlins	4
2025-07-05	5:15 PM	7:15 PM	Detroit Tigers	1	Cleveland Guardians	0
2025-07-05	5:15 PM	7:15 PM	Houston Astros	6	Los Angeles Dodgers	4
2025-07-05	7:10 PM	9:10 PM	Chicago White Sox	10	Colorado Rockies	3
2025-07-05	7:40 PM	9:40 PM	Texas Rangers	7	San Diego Padres	4
2025-07-05	8:05 PM	10:05 PM	San Francisco Giants	7	Athletics	2
2025-07-05	8:10 PM	10:10 PM	Pittsburgh Pirates	0	Seattle Mariners	1
2025-07-06	9:35 AM	11:35 AM	Baltimore Orioles	2	Atlanta Braves	1
2025-07-06	11:35 AM	1:35 PM	Boston Red Sox	6	Washington Nationals	4
2025-07-06	11:35 AM	1:35 PM	Cincinnati Reds	1	Philadelphia Phillies	3
2025-07-06	11:37 AM	1:37 PM	Los Angeles Angels	2	Toronto Blue Jays	3
2025-07-06	11:40 AM	1:40 PM	Detroit Tigers	7	Cleveland Guardians	2
2025-07-06	11:40 AM	1:40 PM	New York Yankees	6	New York Mets	4
2025-07-06	11:40 AM	1:40 PM	Milwaukee Brewers	3	Miami Marlins	1
2025-07-06	12:10 PM	2:10 PM	Tampa Bay Rays	7	Minnesota Twins	5
2025-07-06	1:10 PM	3:10 PM	Chicago White Sox	4	Colorado Rockies	6
