Date	Start Time (Sask)	Start Time (EDT)	Away	Away Score	Home	Home Score
2025-04-20	11:40 AM	1:40 PM	St. Louis Cardinals	4	New York Mets	7
2025-04-20	11:40 AM	1:40 PM	New York Yankees	4	Tampa Bay Rays	0
2025-04-20	12:10 PM	2:10 PM	Athletics	1	Milwaukee Brewers	14
2025-04-20	12:20 PM	2:20 PM	Arizona Diamondbacks	3	Chicago Cubs	2
2025-04-20	12:35 PM	2:35 PM	Los Angeles Dodgers	1	Texas Rangers	0
2025-04-20	1:10 PM	3:10 PM	Washington Nationals	3	Colorado Rockies	2
2025-04-20	2:07 PM	4:07 PM	San Francisco Giants	4	Los Angeles Angels	5
2025-04-20	5:10 PM	7:10 PM	San Diego Padres	3	Houston Astros	2
2025-04-20	6:10 PM	8:10 PM	Washington Nationals	1	Colorado Rockies	3
2025-04-21	9:10 AM	11:10 AM	Chicago White Sox	2	Boston Red Sox	4
2025-04-21	4:10 PM	6:10 PM	New York Yankees	4	Cleveland Guardians	6
2025-04-21	4:40 PM	6:40 PM	San Diego Padres	4	Detroit Tigers	6
2025-04-21	4:40 PM	6:40 PM	Cincinnati Reds	3	Miami Marlins	6
2025-04-21	5:10 PM	7:10 PM	Philadelphia Phillies	4	New York Mets	5
2025-04-21	5:15 PM	7:15 PM	St. Louis Cardinals	6	Atlanta Braves	7
2025-04-21	6:10 PM	8:10 PM	Toronto Blue Jays	0	Houston Astros	7
2025-04-21	7:45 PM	9:45 PM	Milwaukee Brewers	2	San Francisco Giants	5
2025-04-22	4:10 PM	6:10 PM	New York Yankees	2	Cleveland Guardians	3
2025-04-22	4:40 PM	6:40 PM	San Diego Padres	2	Detroit Tigers	0
2025-04-22	4:40 PM	6:40 PM	Cincinnati Reds	3	Miami Marlins	4
2025-04-22	4:45 PM	6:45 PM	Baltimore Orioles	0	Washington Nationals	7
2025-04-22	4:45 PM	6:45 PM	Seattle Mariners	3	Boston Red Sox	8
2025-04-22	5:10 PM	7:10 PM	Philadelphia Phillies	1	New York Mets	5
2025-04-22	5:15 PM	7:15 PM	St. Louis Cardinals	10	Atlanta Braves	4
2025-04-22	5:40 PM	7:40 PM	Colorado Rockies	3	Kansas City Royals	4
2025-04-22	5:40 PM	7:40 PM	Los Angeles Dodgers	10	Chicago Cubs	11
2025-04-22	5:40 PM	7:40 PM	Chicago White Sox	2	Minnesota Twins	4
2025-04-22	6:10 PM	8:10 PM	Toronto Blue Jays	1	Houston Astros	5
2025-04-22	7:38 PM	9:38 PM	Pittsburgh Pirates	9	Los Angeles Angels	3
2025-04-22	7:40 PM	9:40 PM	Tampa Bay Rays	1	Arizona Diamondbacks	5
2025-04-22	7:45 PM	9:45 PM	Milwaukee Brewers	11	San Francisco Giants	3
2025-04-22	8:05 PM	10:05 PM	Texas Rangers	8	Athletics	5
2025-04-23	10:15 AM	12:15 PM	St. Louis Cardinals	1	Atlanta Braves	4
2025-04-23	11:10 AM	1:10 PM	San Diego Padres	0	Detroit Tigers	6
2025-04-23	11:10 AM	1:10 PM	Philadelphia Phillies	3	New York Mets	4
2025-04-23	11:10 AM	1:10 PM	Cincinnati Reds	5	Miami Marlins	2
2025-04-23	11:10 AM	1:10 PM	New York Yankees	5	Cleveland Guardians	1
2025-04-23	4:45 PM	6:45 PM	Baltimore Orioles	3	Washington Nationals	4
2025-04-23	4:45 PM	6:45 PM	Seattle Mariners	8	Boston Red Sox	5
2025-04-23	5:00 PM	7:00 PM	Los Angeles Dodgers	6	Chicago Cubs	7
2025-04-23	5:40 PM	7:40 PM	Toronto Blue Jays	1	Houston Astros	3
2025-04-23	5:40 PM	7:40 PM	Chicago White Sox	3	Minnesota Twins	6
2025-04-23	7:38 PM	9:38 PM	Pittsburgh Pirates	3	Los Angeles Angels	0
2025-04-23	7:40 PM	9:40 PM	Tampa Bay Rays	7	Arizona Diamondbacks	6
2025-04-23	7:45 PM	9:45 PM	Milwaukee Brewers	2	San Francisco Giants	4
2025-04-23	8:05 PM	10:05 PM	Texas Rangers	2	Athletics	5
2025-04-24	11:10 AM	1:10 PM	Chicago White Sox	3	Minnesota Twins	0
2025-04-24	11:35 AM	1:35 PM	Seattle Mariners	4	Boston Red Sox	3
2025-04-24	12:10 PM	2:10 PM	Colorado Rockies	4	Kansas City Royals	7
2025-04-24	12:15 PM	2:15 PM	Colorado Rockies	2	Kansas City Royals	6
2025-04-24	1:45 PM	3:45 PM	Milwaukee Brewers	5	San Francisco Giants	6
2025-04-24	4:45 PM	6:45 PM	Baltimore Orioles	2	Washington Nationals	1
2025-04-24	7:29 PM	9:29 PM	Pittsburgh Pirates	3	Los Angeles Angels	4
2025-04-24	7:40 PM	9:40 PM	Tampa Bay Rays	7	Arizona Diamondbacks	4
2025-04-24	8:05 PM	10:05 PM	Texas Rangers	3	Athletics	4
2025-04-25	12:20 PM	2:20 PM	Philadelphia Phillies	0	Chicago Cubs	4
2025-04-25	4:45 PM	6:45 PM	New York Mets	4	Washington Nationals	5
2025-04-25	5:05 PM	7:05 PM	Toronto Blue Jays	4	New York Yankees	2
2025-04-25	5:40 PM	7:40 PM	Houston Astros	0	Kansas City Royals	2
2025-04-25	5:40 PM	7:40 PM	Los Angeles Angels	4	Minnesota Twins	11
2025-04-25	6:15 PM	8:15 PM	Milwaukee Brewers	2	St. Louis Cardinals	3
2025-04-25	6:40 PM	8:40 PM	Cincinnati Reds	8	Colorado Rockies	7
2025-04-25	7:40 PM	9:40 PM	Tampa Bay Rays	1	San Diego Padres	0
2025-04-25	7:40 PM	9:40 PM	Atlanta Braves	8	Arizona Diamondbacks	2
2025-04-25	7:40 PM	9:40 PM	Miami Marlins	8	Seattle Mariners	4
2025-04-25	8:05 PM	10:05 PM	Chicago White Sox	5	Athletics	6
2025-04-25	8:10 PM	10:10 PM	Pittsburgh Pirates	3	Los Angeles Dodgers	0
2025-04-25	8:15 PM	10:15 PM	Texas Rangers	2	San Francisco Giants	0
2025-04-26	11:10 AM	1:10 PM	Boston Red Sox	4	Cleveland Guardians	5
2025-04-26	11:10 AM	1:10 PM	Baltimore Orioles	3	Detroit Tigers	4
2025-04-26	12:10 PM	2:10 PM	Los Angeles Angels	1	Minnesota Twins	5
2025-04-26	12:15 PM	2:15 PM	Milwaukee Brewers	5	St. Louis Cardinals	6
2025-04-26	1:10 PM	3:10 PM	Cincinnati Reds	6	Colorado Rockies	4
2025-04-26	2:05 PM	4:05 PM	New York Mets	2	Washington Nationals	0
2025-04-26	2:05 PM	4:05 PM	Texas Rangers	2	San Francisco Giants	3
2025-04-26	2:05 PM	4:05 PM	Philadelphia Phillies	10	Chicago Cubs	4
2025-04-26	2:05 PM	4:05 PM	Chicago White Sox	10	Athletics	3
2025-04-26	4:10 PM	6:10 PM	Boston Red Sox	7	Cleveland Guardians	3
2025-04-26	4:10 PM	6:10 PM	Baltimore Orioles	2	Detroit Tigers	6
2025-04-26	5:10 PM	7:10 PM	Houston Astros	0	Kansas City Royals	2
2025-04-26	6:10 PM	8:10 PM	Atlanta Braves	8	Arizona Diamondbacks	7
2025-04-26	6:40 PM	8:40 PM	Tampa Bay Rays	4	San Diego Padres	1
2025-04-26	7:10 PM	9:10 PM	Pittsburgh Pirates	4	Los Angeles Dodgers	8
2025-04-26	7:40 PM	9:40 PM	Miami Marlins	0	Seattle Mariners	14
2025-04-27	11:35 AM	1:35 PM	New York Mets	7	Washington Nationals	8
2025-04-27	11:35 AM	1:35 PM	Toronto Blue Jays	2	New York Yankees	11
2025-04-27	11:40 AM	1:40 PM	Toronto Blue Jays	1	New York Yankees	5
2025-04-27	11:40 AM	1:40 PM	Boston Red Sox	13	Cleveland Guardians	3
2025-04-27	11:40 AM	1:40 PM	Baltimore Orioles	0	Detroit Tigers	7
2025-04-27	11:40 AM	1:40 PM	Los Angeles Angels	0	Minnesota Twins	5
2025-04-27	12:10 PM	2:10 PM	Houston Astros	7	Kansas City Royals	3
2025-04-27	12:15 PM	2:15 PM	Milwaukee Brewers	7	St. Louis Cardinals	1
2025-04-27	1:10 PM	3:10 PM	Cincinnati Reds	8	Colorado Rockies	1
2025-04-27	2:05 PM	4:05 PM	Texas Rangers	2	San Francisco Giants	3
2025-04-27	2:05 PM	4:05 PM	Chicago White Sox	2	Athletics	3
2025-04-27	2:10 PM	4:10 PM	Pittsburgh Pirates	2	Los Angeles Dodgers	9
2025-04-27	2:10 PM	4:10 PM	Tampa Bay Rays	4	San Diego Padres	2
2025-04-27	2:10 PM	4:10 PM	Atlanta Braves	4	Arizona Diamondbacks	6
2025-04-27	2:10 PM	4:10 PM	Miami Marlins	6	Seattle Mariners	7
2025-04-27	5:10 PM	7:10 PM	Philadelphia Phillies	3	Chicago Cubs	1
2025-04-28	2:05 PM	4:05 PM	New York Mets	19	Washington Nationals	5
2025-04-28	4:10 PM	6:10 PM	Minnesota Twins	11	Cleveland Guardians	1
2025-04-28	4:35 PM	6:35 PM	New York Yankees	3	Baltimore Orioles	4
2025-04-28	4:40 PM	6:40 PM	St. Louis Cardinals	1	Cincinnati Reds	3
2025-04-28	6:05 PM	8:05 PM	Athletics	2	Texas Rangers	1
2025-04-28	6:10 PM	8:10 PM	Detroit Tigers	5	Houston Astros	8
2025-04-28	6:40 PM	8:40 PM	Atlanta Braves	6	Colorado Rockies	3
2025-04-28	8:10 PM	10:10 PM	Miami Marlins	6	Los Angeles Dodgers	7
2025-04-29	4:10 PM	6:10 PM	Minnesota Twins	1	Cleveland Guardians	2
2025-04-29	4:35 PM	6:35 PM	New York Yankees	15	Baltimore Orioles	3
2025-04-29	4:40 PM	6:40 PM	Chicago Cubs	9	Pittsburgh Pirates	0
2025-04-29	4:45 PM	6:45 PM	Washington Nationals	6	Philadelphia Phillies	7
2025-04-29	5:05 PM	7:05 PM	Kansas City Royals	3	Tampa Bay Rays	1
2025-04-29	5:07 PM	7:07 PM	Boston Red Sox	10	Toronto Blue Jays	2
2025-04-29	5:10 PM	7:10 PM	Arizona Diamondbacks	3	New York Mets	8
2025-04-29	5:40 PM	7:40 PM	Milwaukee Brewers	7	Chicago White Sox	2
2025-04-29	6:05 PM	8:05 PM	Athletics	2	Texas Rangers	15
2025-04-29	6:10 PM	8:10 PM	Detroit Tigers	4	Houston Astros	6
2025-04-29	6:40 PM	8:40 PM	Atlanta Braves	8	Colorado Rockies	2
2025-04-29	7:40 PM	9:40 PM	Los Angeles Angels	3	Seattle Mariners	5
2025-04-29	7:40 PM	9:40 PM	San Francisco Giants	4	San Diego Padres	7
2025-04-29	8:10 PM	10:10 PM	Miami Marlins	2	Los Angeles Dodgers	15
2025-04-30	10:40 AM	12:40 PM	St. Louis Cardinals	6	Cincinnati Reds	0
2025-04-30	12:10 PM	2:10 PM	Detroit Tigers	7	Houston Astros	4
2025-04-30	1:10 PM	3:10 PM	Atlanta Braves	1	Colorado Rockies	2
2025-04-30	1:10 PM	3:10 PM	Miami Marlins	7	Los Angeles Dodgers	12
2025-04-30	2:10 PM	4:10 PM	Los Angeles Angels	3	Seattle Mariners	9
2025-04-30	2:10 PM	4:10 PM	San Francisco Giants	3	San Diego Padres	5
2025-04-30	4:10 PM	6:10 PM	Minnesota Twins	2	Cleveland Guardians	4
2025-04-30	4:35 PM	6:35 PM	New York Yankees	4	Baltimore Orioles	5
2025-04-30	4:40 PM	6:40 PM	St. Louis Cardinals	9	Cincinnati Reds	1
2025-04-30	4:40 PM	6:40 PM	Chicago Cubs	3	Pittsburgh Pirates	4
2025-04-30	4:45 PM	6:45 PM	Washington Nationals	2	Philadelphia Phillies	7
2025-04-30	5:05 PM	7:05 PM	Kansas City Royals	3	Tampa Bay Rays	0
2025-04-30	5:07 PM	7:07 PM	Boston Red Sox	6	Toronto Blue Jays	7
2025-04-30	5:10 PM	7:10 PM	Arizona Diamondbacks	4	New York Mets	3
2025-04-30	5:40 PM	7:40 PM	Milwaukee Brewers	6	Chicago White Sox	4
2025-04-30	6:05 PM	8:05 PM	Athletics	7	Texas Rangers	1
2025-05-01	10:35 AM	12:35 PM	Chicago Cubs	8	Pittsburgh Pirates	3
2025-05-01	10:40 AM	12:40 PM	St. Louis Cardinals	1	Cincinnati Reds	9
2025-05-01	11:10 AM	1:10 PM	Arizona Diamondbacks	4	New York Mets	2
2025-05-01	11:10 AM	1:10 PM	Kansas City Royals	8	Tampa Bay Rays	2
2025-05-01	11:10 AM	1:10 PM	Minnesota Twins	3	Cleveland Guardians	4
2025-05-01	12:10 PM	2:10 PM	Milwaukee Brewers	0	Chicago White Sox	8
2025-05-01	12:35 PM	2:35 PM	Athletics	3	Texas Rangers	0
2025-05-01	4:45 PM	6:45 PM	Washington Nationals	4	Philadelphia Phillies	2
2025-05-01	5:07 PM	7:07 PM	Boston Red Sox	2	Toronto Blue Jays	4
2025-05-01	7:38 PM	9:38 PM	Detroit Tigers	10	Los Angeles Angels	4
2025-05-01	7:45 PM	9:45 PM	Colorado Rockies	4	San Francisco Giants	3
2025-05-02	4:10 PM	6:10 PM	Washington Nationals	1	Cincinnati Reds	6
2025-05-02	4:40 PM	6:40 PM	San Diego Padres	9	Pittsburgh Pirates	4
2025-05-02	4:45 PM	6:45 PM	Arizona Diamondbacks	2	Philadelphia Phillies	3
2025-05-02	5:05 PM	7:05 PM	Kansas City Royals	0	Baltimore Orioles	3
2025-05-02	5:05 PM	7:05 PM	Tampa Bay Rays	0	New York Yankees	3
2025-05-02	5:07 PM	7:07 PM	Cleveland Guardians	3	Toronto Blue Jays	5
2025-05-02	5:10 PM	7:10 PM	Minnesota Twins	1	Boston Red Sox	6
2025-05-02	5:10 PM	7:10 PM	Athletics	6	Miami Marlins	1
2025-05-02	5:15 PM	7:15 PM	Los Angeles Dodgers	2	Atlanta Braves	1
2025-05-02	5:40 PM	7:40 PM	Houston Astros	3	Chicago White Sox	7
2025-05-02	6:05 PM	8:05 PM	Seattle Mariners	13	Texas Rangers	1
2025-05-02	6:10 PM	8:10 PM	Chicago Cubs	10	Milwaukee Brewers	0
2025-05-02	6:15 PM	8:15 PM	New York Mets	9	St. Louis Cardinals	3
2025-05-02	7:38 PM	9:38 PM	Detroit Tigers	9	Los Angeles Angels	1
2025-05-02	8:15 PM	10:15 PM	Colorado Rockies	0	San Francisco Giants	4
2025-05-03	11:05 AM	1:05 PM	Tampa Bay Rays	3	New York Yankees	2
2025-05-03	12:10 PM	2:10 PM	Houston Astros	8	Chicago White Sox	3
2025-05-03	1:07 PM	3:07 PM	Cleveland Guardians	5	Toronto Blue Jays	3
2025-05-03	2:05 PM	4:05 PM	San Diego Padres	2	Pittsburgh Pirates	1
2025-05-03	2:05 PM	4:05 PM	Colorado Rockies	3	San Francisco Giants	6
2025-05-03	2:10 PM	4:10 PM	Minnesota Twins	4	Boston Red Sox	3
2025-05-03	2:10 PM	4:10 PM	Athletics	6	Miami Marlins	9
2025-05-03	4:05 PM	6:05 PM	Arizona Diamondbacks	2	Philadelphia Phillies	7
2025-05-03	4:40 PM	6:40 PM	Washington Nationals	11	Cincinnati Reds	6
2025-05-03	5:05 PM	7:05 PM	Seattle Mariners	2	Texas Rangers	1
2025-05-03	5:10 PM	7:10 PM	Chicago Cubs	6	Milwaukee Brewers	2
2025-05-03	5:15 PM	7:15 PM	Kansas City Royals	4	Baltimore Orioles	0
2025-05-03	5:15 PM	7:15 PM	Los Angeles Dodgers	10	Atlanta Braves	3
2025-05-03	7:38 PM	9:38 PM	Detroit Tigers	2	Los Angeles Angels	5
2025-05-04	11:15 AM	1:15 PM	New York Mets	5	St. Louis Cardinals	6
2025-05-04	11:35 AM	1:35 PM	Kansas City Royals	11	Baltimore Orioles	6
2025-05-04	11:35 AM	1:35 PM	San Diego Padres	4	Pittsburgh Pirates	0
2025-05-04	11:35 AM	1:35 PM	Minnesota Twins	5	Boston Red Sox	4
2025-05-04	11:35 AM	1:35 PM	Tampa Bay Rays	7	New York Yankees	5
2025-05-04	11:37 AM	1:37 PM	Cleveland Guardians	5	Toronto Blue Jays	4
2025-05-04	11:40 AM	1:40 PM	Athletics	3	Miami Marlins	2
2025-05-04	12:05 PM	2:05 PM	Arizona Diamondbacks	11	Philadelphia Phillies	9
2025-05-04	12:10 PM	2:10 PM	Houston Astros	4	Chicago White Sox	5
2025-05-04	12:10 PM	2:10 PM	Chicago Cubs	0	Milwaukee Brewers	4
2025-05-04	12:35 PM	2:35 PM	Seattle Mariners	1	Texas Rangers	8
2025-05-04	2:05 PM	4:05 PM	Colorado Rockies	3	San Francisco Giants	9
2025-05-04	2:07 PM	4:07 PM	Detroit Tigers	13	Los Angeles Angels	1
2025-05-04	2:10 PM	4:10 PM	Washington Nationals	4	Cincinnati Reds	1
2025-05-04	4:15 PM	6:15 PM	New York Mets	4	St. Louis Cardinals	5
2025-05-04	5:10 PM	7:10 PM	Los Angeles Dodgers	3	Atlanta Braves	4
2025-05-05	4:40 PM	6:40 PM	Los Angeles Dodgers	7	Miami Marlins	4
2025-05-05	5:05 PM	7:05 PM	San Diego Padres	4	New York Yankees	3
2025-05-05	5:15 PM	7:15 PM	Cincinnati Reds	0	Atlanta Braves	4
2025-05-05	5:40 PM	7:40 PM	San Francisco Giants	2	Chicago Cubs	9
2025-05-05	5:40 PM	7:40 PM	Chicago White Sox	0	Kansas City Royals	3
2025-05-05	5:40 PM	7:40 PM	Houston Astros	1	Milwaukee Brewers	5
2025-05-05	5:45 PM	7:45 PM	Pittsburgh Pirates	3	St. Louis Cardinals	6
2025-05-05	7:40 PM	9:40 PM	New York Mets	5	Arizona Diamondbacks	4
2025-05-05	8:05 PM	10:05 PM	Seattle Mariners	6	Athletics	7
2025-05-06	1:35 PM	3:35 PM	Cleveland Guardians	9	Washington Nationals	10
2025-05-06	1:40 PM	3:40 PM	Cleveland Guardians	9	Washington Nationals	1
2025-05-06	4:40 PM	6:40 PM	Los Angeles Dodgers	4	Miami Marlins	5
2025-05-06	4:45 PM	6:45 PM	Texas Rangers	6	Boston Red Sox	1
2025-05-06	5:05 PM	7:05 PM	Philadelphia Phillies	8	Tampa Bay Rays	4
2025-05-06	5:05 PM	7:05 PM	San Diego Padres	3	New York Yankees	12
2025-05-06	5:15 PM	7:15 PM	Cincinnati Reds	1	Atlanta Braves	2
2025-05-06	5:40 PM	7:40 PM	San Francisco Giants	14	Chicago Cubs	5
2025-05-06	5:40 PM	7:40 PM	Baltimore Orioles	1	Minnesota Twins	9
2025-05-06	5:40 PM	7:40 PM	Chicago White Sox	3	Kansas City Royals	4
2025-05-06	5:40 PM	7:40 PM	Houston Astros	3	Milwaukee Brewers	4
2025-05-06	5:45 PM	7:45 PM	Pittsburgh Pirates	1	St. Louis Cardinals	2
2025-05-06	7:38 PM	9:38 PM	Toronto Blue Jays	3	Los Angeles Angels	8
2025-05-06	7:40 PM	9:40 PM	New York Mets	1	Arizona Diamondbacks	5
2025-05-06	8:05 PM	10:05 PM	Seattle Mariners	5	Athletics	3
2025-05-07	10:05 AM	12:05 PM	Cleveland Guardians	8	Washington Nationals	6
2025-05-07	11:10 AM	1:10 PM	Houston Astros	9	Milwaukee Brewers	1
2025-05-07	11:15 AM	1:15 PM	Pittsburgh Pirates	0	St. Louis Cardinals	5
2025-05-07	12:20 PM	2:20 PM	San Francisco Giants	3	Chicago Cubs	1
2025-05-07	1:35 PM	3:35 PM	Seattle Mariners	6	Athletics	5
2025-05-07	1:40 PM	3:40 PM	New York Mets	7	Arizona Diamondbacks	1
2025-05-07	2:40 PM	4:40 PM	Los Angeles Dodgers	10	Miami Marlins	1
2025-05-07	4:45 PM	6:45 PM	Texas Rangers	4	Boston Red Sox	6
2025-05-07	5:05 PM	7:05 PM	Philadelphia Phillies	7	Tampa Bay Rays	0
2025-05-07	5:05 PM	7:05 PM	San Diego Padres	3	New York Yankees	4
2025-05-07	5:15 PM	7:15 PM	Cincinnati Reds	4	Atlanta Braves	3
2025-05-07	5:40 PM	7:40 PM	Baltimore Orioles	2	Minnesota Twins	5
2025-05-07	5:40 PM	7:40 PM	Chicago White Sox	1	Kansas City Royals	2
2025-05-07	6:40 PM	8:40 PM	Detroit Tigers	8	Colorado Rockies	6
2025-05-07	7:38 PM	9:38 PM	Toronto Blue Jays	4	Los Angeles Angels	5
2025-05-08	11:10 AM	1:10 PM	Baltimore Orioles	2	Minnesota Twins	5
2025-05-08	11:35 AM	1:35 PM	Texas Rangers	0	Boston Red Sox	5
2025-05-08	12:10 PM	2:10 PM	Chicago White Sox	0	Kansas City Royals	10
2025-05-08	1:10 PM	3:10 PM	Detroit Tigers	10	Colorado Rockies	2
2025-05-08	1:15 PM	3:15 PM	Detroit Tigers	11	Colorado Rockies	1
2025-05-08	5:05 PM	7:05 PM	Philadelphia Phillies	7	Tampa Bay Rays	6
2025-05-08	5:15 PM	7:15 PM	Cincinnati Reds	4	Atlanta Braves	5
2025-05-08	7:38 PM	9:38 PM	Toronto Blue Jays	8	Los Angeles Angels	5
2025-05-08	7:40 PM	9:40 PM	Los Angeles Dodgers	3	Arizona Diamondbacks	5
2025-05-09	4:40 PM	6:40 PM	Texas Rangers	1	Detroit Tigers	2
2025-05-09	4:40 PM	6:40 PM	Atlanta Braves	2	Pittsburgh Pirates	3
2025-05-09	4:45 PM	6:45 PM	St. Louis Cardinals	10	Washington Nationals	0
2025-05-09	5:05 PM	7:05 PM	Milwaukee Brewers	3	Tampa Bay Rays	4
2025-05-09	5:10 PM	7:10 PM	Chicago Cubs	2	New York Mets	7
2025-05-09	5:10 PM	7:10 PM	Philadelphia Phillies	0	Cleveland Guardians	6
2025-05-09	5:40 PM	7:40 PM	Boston Red Sox	1	Kansas City Royals	2
2025-05-09	5:40 PM	7:40 PM	Miami Marlins	2	Chicago White Sox	6
2025-05-09	6:10 PM	8:10 PM	Cincinnati Reds	0	Houston Astros	3
2025-05-09	6:10 PM	8:10 PM	San Francisco Giants	1	Minnesota Twins	3
2025-05-09	6:40 PM	8:40 PM	San Diego Padres	13	Colorado Rockies	9
2025-05-09	7:38 PM	9:38 PM	Baltimore Orioles	4	Los Angeles Angels	1
2025-05-09	7:40 PM	9:40 PM	Los Angeles Dodgers	14	Arizona Diamondbacks	11
2025-05-09	7:40 PM	9:40 PM	Toronto Blue Jays	6	Seattle Mariners	3
2025-05-09	8:05 PM	10:05 PM	New York Yankees	10	Athletics	2
2025-05-10	2:05 PM	4:05 PM	St. Louis Cardinals	4	Washington Nationals	2
2025-05-10	2:05 PM	4:05 PM	Atlanta Braves	3	Pittsburgh Pirates	2
2025-05-10	2:05 PM	4:05 PM	New York Yankees	7	Athletics	11
2025-05-10	2:10 PM	4:10 PM	Milwaukee Brewers	2	Tampa Bay Rays	3
2025-05-10	4:10 PM	6:10 PM	Texas Rangers	10	Detroit Tigers	3
2025-05-10	4:10 PM	6:10 PM	Philadelphia Phillies	7	Cleveland Guardians	1
2025-05-10	5:10 PM	7:10 PM	Cincinnati Reds	13	Houston Astros	9
2025-05-10	5:10 PM	7:10 PM	Boston Red Sox	10	Kansas City Royals	1
2025-05-10	5:10 PM	7:10 PM	Miami Marlins	3	Chicago White Sox	1
2025-05-10	5:15 PM	7:15 PM	Chicago Cubs	6	New York Mets	5
2025-05-10	5:15 PM	7:15 PM	San Francisco Giants	1	Minnesota Twins	2
2025-05-10	6:10 PM	8:10 PM	Los Angeles Dodgers	0	Arizona Diamondbacks	3
2025-05-10	6:10 PM	8:10 PM	San Diego Padres	21	Colorado Rockies	0
2025-05-10	7:38 PM	9:38 PM	Baltimore Orioles	2	Los Angeles Angels	5
2025-05-10	7:40 PM	9:40 PM	Toronto Blue Jays	6	Seattle Mariners	3
2025-05-11	10:05 AM	12:05 PM	Chicago Cubs	2	New York Mets	6
2025-05-11	11:35 AM	1:35 PM	St. Louis Cardinals	6	Washington Nationals	1
2025-05-11	11:35 AM	1:35 PM	Atlanta Braves	3	Pittsburgh Pirates	4
2025-05-11	11:40 AM	1:40 PM	Texas Rangers	6	Detroit Tigers	1
2025-05-11	11:40 AM	1:40 PM	Milwaukee Brewers	4	Tampa Bay Rays	2
2025-05-11	12:10 PM	2:10 PM	Cincinnati Reds	0	Houston Astros	6
2025-05-11	12:10 PM	2:10 PM	Boston Red Sox	3	Kansas City Royals	1
2025-05-11	12:10 PM	2:10 PM	San Francisco Giants	6	Minnesota Twins	7
2025-05-11	12:10 PM	2:10 PM	Miami Marlins	2	Chicago White Sox	4
2025-05-11	1:10 PM	3:10 PM	San Diego Padres	3	Colorado Rockies	9
2025-05-11	2:05 PM	4:05 PM	New York Yankees	12	Athletics	2
2025-05-11	2:07 PM	4:07 PM	Baltimore Orioles	7	Los Angeles Angels	3
2025-05-11	2:10 PM	4:10 PM	Los Angeles Dodgers	8	Arizona Diamondbacks	1
2025-05-11	2:10 PM	4:10 PM	Toronto Blue Jays	9	Seattle Mariners	1
2025-05-11	5:10 PM	7:10 PM	Philadelphia Phillies	3	Cleveland Guardians	0
2025-05-12	4:10 PM	6:10 PM	Milwaukee Brewers	0	Cleveland Guardians	5
2025-05-12	4:40 PM	6:40 PM	Boston Red Sox	2	Detroit Tigers	14
2025-05-12	4:45 PM	6:45 PM	St. Louis Cardinals	3	Philadelphia Phillies	2
2025-05-12	5:10 PM	7:10 PM	Pittsburgh Pirates	3	New York Mets	4
2025-05-12	5:15 PM	7:15 PM	Washington Nationals	3	Atlanta Braves	4
2025-05-12	5:40 PM	7:40 PM	Miami Marlins	2	Chicago Cubs	5
2025-05-12	6:05 PM	8:05 PM	Colorado Rockies	1	Texas Rangers	2
2025-05-12	6:10 PM	8:10 PM	Kansas City Royals	7	Houston Astros	5
2025-05-12	7:40 PM	9:40 PM	Los Angeles Angels	9	San Diego Padres	5
2025-05-12	7:40 PM	9:40 PM	New York Yankees	11	Seattle Mariners	5
2025-05-12	7:45 PM	9:45 PM	Arizona Diamondbacks	2	San Francisco Giants	1
2025-05-13	4:10 PM	6:10 PM	Milwaukee Brewers	0	Cleveland Guardians	2
2025-05-13	4:40 PM	6:40 PM	Boston Red Sox	9	Detroit Tigers	10
2025-05-13	4:40 PM	6:40 PM	Chicago White Sox	5	Cincinnati Reds	1
2025-05-13	5:07 PM	7:07 PM	Tampa Bay Rays	11	Toronto Blue Jays	9
2025-05-13	5:10 PM	7:10 PM	Pittsburgh Pirates	1	New York Mets	2
2025-05-13	5:15 PM	7:15 PM	Washington Nationals	2	Atlanta Braves	5
2025-05-13	5:40 PM	7:40 PM	Miami Marlins	4	Chicago Cubs	5
2025-05-13	6:05 PM	8:05 PM	Colorado Rockies	1	Texas Rangers	4
2025-05-13	6:10 PM	8:10 PM	Kansas City Royals	1	Houston Astros	2
2025-05-13	7:40 PM	9:40 PM	Los Angeles Angels	4	San Diego Padres	6
2025-05-13	7:40 PM	9:40 PM	New York Yankees	1	Seattle Mariners	2
2025-05-13	7:45 PM	9:45 PM	Arizona Diamondbacks	6	San Francisco Giants	10
2025-05-13	8:10 PM	10:10 PM	Athletics	11	Los Angeles Dodgers	1
2025-05-14	10:05 AM	12:05 PM	Minnesota Twins	6	Baltimore Orioles	3
2025-05-14	10:10 AM	12:10 PM	Minnesota Twins	8	Baltimore Orioles	6
2025-05-14	11:05 AM	1:05 PM	St. Louis Cardinals	1	Philadelphia Phillies	2
2025-05-14	11:10 AM	1:10 PM	Milwaukee Brewers	9	Cleveland Guardians	5
2025-05-14	1:45 PM	3:45 PM	Arizona Diamondbacks	8	San Francisco Giants	7
2025-05-14	2:10 PM	4:10 PM	New York Yankees	3	Seattle Mariners	2
2025-05-14	4:15 PM	6:15 PM	St. Louis Cardinals	14	Philadelphia Phillies	7
2025-05-14	4:40 PM	6:40 PM	Boston Red Sox	5	Detroit Tigers	6
2025-05-14	5:07 PM	7:07 PM	Tampa Bay Rays	1	Toronto Blue Jays	3
